2.447366210296217600e+16,2.325250626394521600e+16,2.494887446446080000e+16,2.293123841523712000e+16
2.447296846574387200e+16,2.325184698646528000e+16,2.494816579485696000e+16,2.293058987517542400e+16
2.141752658388582400e+16,2.034743333460377600e+16,2.182995296596787200e+16,2.006749380870144000e+16
1.786115837132800000e+16,1.696952960312934400e+16,1.820047367261388800e+16,1.673668331988582400e+16
1.362472825834700800e+16,1.294754720723763200e+16,1.387491010333900800e+16,1.277175526955417600e+16
9.340808691974144000e+15,8.881020094906368000e+15,9.515410923716608000e+15,8.765959531659264000e+15
6.467051442929664000e+15,6.164391003160576000e+15,6.608730065993728000e+15,6.075443304202240000e+15
4.736288607436800000e+15,4.514895928229888000e+15,4.850914842116096000e+15,4.470794667163648000e+15
3.556600140791808000e+15,3.384413559717888000e+15,3.626797891584000000e+15,3.361011893534720000e+15
2.808196183883776000e+15,2.668335405727744000e+15,2.836120987500544000e+15,2.643114284023808000e+15
2.288161812119552000e+15,2.179737778651136000e+15,2.296625313611776000e+15,2.157672786821120000e+15
1.888763542241280000e+15,1.816796533358592000e+15,1.886771885375488000e+15,1.786854437289984000e+15
1.558949513920512000e+15,1.516450007220224000e+15,1.551084489277440000e+15,1.489586328961024000e+15
1.303371042521088000e+15,1.254512568303616000e+15,1.311928899076096000e+15,1.247017581936640000e+15
1.155042736340992000e+15,1.078668621250560000e+15,1.158791974354944000e+15,1.101910970990592000e+15
1.004478765465600000e+15,9.504384132055040000e+14,9.967874185625600000e+14,9.723757639761920000e+14
8.324438504243200000e+14,8.017499337523200000e+14,8.102324941619200000e+14,8.252075687280640000e+14
6.308351327600640000e+14,6.205710333378560000e+14,6.079224217600000000e+14,6.437353354690560000e+14
4.554706114314240000e+14,4.464795671592960000e+14,4.455355132149760000e+14,4.618192777379840000e+14
3.424535802019840000e+14,3.310230616145920000e+14,3.368873361408000000e+14,3.386940409774080000e+14
2.679048262123520000e+14,2.567093228666880000e+14,2.644689698160640000e+14,2.603519584501760000e+14
2.168706155151360000e+14,2.063815336263680000e+14,2.158093727170560000e+14,2.086928467886080000e+14
1.809589511127040000e+14,1.712761654476800000e+14,1.807800556584960000e+14,1.729213895802880000e+14
1.537385053552640000e+14,1.452276250050560000e+14,1.538396048588800000e+14,1.464412217016320000e+14
1.320745896509440000e+14,1.246956932300800000e+14,1.322761007923200000e+14,1.256458373038080000e+14
1.143956905656320000e+14,1.079908541399040000e+14,1.146424079155200000e+14,1.087561804021760000e+14
9.977198123417600000e+13,9.418474048716800000e+13,1.000438308536320000e+14,9.480273762713600000e+13
8.757398051225600000e+13,8.266893492224000000e+13,8.786308549836800000e+13,8.316143009792000000e+13
7.734090216243200000e+13,7.300495651635200000e+13,7.764355475046400000e+13,7.338756092723200000e+13
6.871832330240000000e+13,6.485825919385600000e+13,6.903220404224000000e+13,6.514392485068800000e+13
6.142533881036800000e+13,5.796463116288000000e+13,6.174843024179200000e+13,5.816490079027200000e+13
5.523520041779200000e+13,5.211088014540800000e+13,5.556546410905600000e+13,5.223633177804800000e+13
4.996291415244800000e+13,4.712315224064000000e+13,5.029831586611200000e+13,4.718346213785600000e+13
4.545678462156800000e+13,4.285872786636800000e+13,4.579534045184000000e+13,4.286259501465600000e+13
4.159197256089600000e+13,3.919999454412800000e+13,4.193193348300800000e+13,3.915519518310400000e+13
3.826558330470400000e+13,3.605000513126400000e+13,3.860540162048000000e+13,3.596335500492800000e+13
3.539271575142400000e+13,3.332861276979200000e+13,3.573113316966400000e+13,3.320603423539200000e+13
3.290311950336000000e+13,3.096952438784000000e+13,3.323915665408000000e+13,3.081615337062400000e+13
3.073857342668800000e+13,2.891780928307200000e+13,3.107150888960000000e+13,2.873808335667200000e+13
2.885073816780800000e+13,2.712776631910400000e+13,2.918004975206400000e+13,2.692553795174400000e+13
2.719925823078400000e+13,2.556132170137600000e+13,2.752460619776000000e+13,2.533996730777600000e+13
2.575037575987200000e+13,2.418663227392000000e+13,2.607157765734400000e+13,2.394911303270400000e+13
2.447570999705600000e+13,2.297696354304000000e+13,2.479270710476800000e+13,2.272591976857600000e+13
2.335132195225600000e+13,2.190973547315200000e+13,2.366411846451200000e+13,2.164756211302400000e+13
2.235691119411200000e+13,2.096585978675200000e+13,2.266559099699200000e+13,2.069471690752000000e+13
2.147519089868800000e+13,2.012911291596800000e+13,2.177988820992000000e+13,1.985095716044800000e+13
2.069144744755200000e+13,1.938559703449600000e+13,2.099228809625600000e+13,1.910224243916800000e+13
1.999294903091200000e+13,1.872342758195200000e+13,2.029015112089600000e+13,1.843650782822400000e+13
1.936885337292800000e+13,1.813236835942400000e+13,1.966257838489600000e+13,1.784339549388800000e+13
1.880971280384000000e+13,1.760356519116800000e+13,1.910018093875200000e+13,1.731390131404800000e+13
1.830737359667200000e+13,1.712935298662400000e+13,1.859478198681600000e+13,1.684021234892800000e+13
1.785472430899200000e+13,1.670304707379200000e+13,1.813929525248000000e+13,1.641554745753600000e+13
1.744557834240000000e+13,1.631881212723200000e+13,1.772751526297600000e+13,1.603392346521600000e+13
1.707452085043200000e+13,1.597153214464000000e+13,1.735402507468800000e+13,1.569010168627200000e+13
1.673676613222400000e+13,1.565670244352000000e+13,1.701404213248000000e+13,1.537944951193600000e+13
1.642809891225600000e+13,1.537030802636800000e+13,1.670335116083200000e+13,1.509784603852800000e+13
1.614476633702400000e+13,1.510880470630400000e+13,1.641819616051200000e+13,1.484160342425600000e+13
1.588341401190400000e+13,1.486897020928000000e+13,1.615521015398400000e+13,1.460739663462400000e+13
1.564101155225600000e+13,1.464789159116800000e+13,1.591135751372800000e+13,1.439218165350400000e+13
1.541478023168000000e+13,1.444288449740800000e+13,1.568385846476800000e+13,1.419315878297600000e+13
1.520216257331200000e+13,1.425142500556800000e+13,1.547012302438400000e+13,1.400769085440000000e+13
1.500072168652800000e+13,1.407111082803200000e+13,1.526771849625600000e+13,1.383324241100800000e+13
1.480812448972800000e+13,1.389956694016000000e+13,1.507427509862400000e+13,1.366732203622400000e+13
1.462203790131200000e+13,1.373438371430400000e+13,1.488744926412800000e+13,1.350738378752000000e+13
1.444006802227200000e+13,1.357302674227200000e+13,1.470478942208000000e+13,1.335071814451200000e+13
1.425965108428800000e+13,1.341266382028800000e+13,1.452368566681600000e+13,1.319430940262400000e+13
1.407790455193600000e+13,1.325003387699200000e+13,1.434117367398400000e+13,1.303462910361600000e+13
1.389143733043200000e+13,1.308110933196800000e+13,1.415374385971200000e+13,1.286727951974400000e+13
1.369603309568000000e+13,1.290066827673600000e+13,1.395701946777600000e+13,1.268649662873600000e+13
1.348618996940800000e+13,1.270157934592000000e+13,1.374524171878400000e+13,1.248429657292800000e+13
1.325435191296000000e+13,1.247352979456000000e+13,1.351046135808000000e+13,1.224902862438400000e+13
1.298966092185600000e+13,1.220098287206400000e+13,1.324115453542400000e+13,1.196295507148800000e+13
1.267585043660800000e+13,1.185975422156800000e+13,1.291998724096000000e+13,1.159842811084800000e+13
1.228801258291200000e+13,1.141250405171200000e+13,1.252027845836800000e+13,1.111384653824000000e+13
1.178898268160000000e+13,1.080887869440000000e+13,1.200217915392000000e+13,1.045901816627200000e+13
1.113211378073600000e+13,1.001525346304000000e+13,1.131678059724800000e+13,9.621889613824000000e+12
1.029426066227200000e+13,9.096393654272000000e+12,1.044464638361600000e+13,8.705013186560000000e+12
9.347810721792000000e+12,8.190315462656000000e+12,9.471428395008000000e+12,7.828504838144000000e+12
8.420326375424000000e+12,7.355131494400000000e+12,8.526443839488000000e+12,7.026501484544000000e+12
7.565944029184000000e+12,6.596312694784000000e+12,7.657344204800000000e+12,6.299196588032000000e+12
6.790528368640000000e+12,5.908045234176000000e+12,6.867019366400000000e+12,5.639735083008000000e+12
6.004222722048000000e+12,5.255855603712000000e+12,5.721624150016000000e+12,5.040106373120000000e+12
5.382913654784000000e+12,4.691432308736000000e+12,5.156445356032000000e+12,4.491049435136000000e+12
4.816193978368000000e+12,4.180634763264000000e+12,4.617491972096000000e+12,3.991405854720000000e+12
4.293636653056000000e+12,3.711746703360000000e+12,4.129870053376000000e+12,3.531746050048000000e+12
3.829673230336000000e+12,3.277283655680000000e+12,3.686441418752000000e+12,3.099576762368000000e+12
3.411941261312000000e+12,2.868564983808000000e+12,3.281110433792000000e+12,2.688718209024000000e+12
3.033421840384000000e+12,2.475870912512000000e+12,2.907951857664000000e+12,2.286618148864000000e+12
2.683298119680000000e+12,2.087289487360000000e+12,2.560789839872000000e+12,1.877319876608000000e+12
2.359704420352000000e+12,1.686231580672000000e+12,2.232916115456000000e+12,1.440732413952000000e+12
2.059531321344000000e+12,1.252298588160000000e+12,1.916974268416000000e+12,9.477263851520000000e+11
1.768970649600000000e+12,7.562161029120000000e+11,1.603539828736000000e+12,3.585176043520000000e+11
1.495725244416000000e+12,1.910312304640000000e+11,1.281758199808000000e+12,1.188997529600000000e+11
1.227055955968000000e+12,2.220215697932288000e+15,9.373219553280000000e+11,1.171567738880000000e+11
9.542068469760000000e+11,1.860661034352640000e+15,5.529142558720000000e+11,6.841291161600000000e+10
6.674355978240000000e+11,1.059718797721600000e+13,1.373699686400000000e+11,4.292201267200000000e+10
3.548447703040000000e+11,7.873564246016000000e+12,8.500407296000000000e+09,4.242058854400000000e+10
3.797623552000000000e+09,5.341999267840000000e+11,8.104942080000000000e+09,4.152248729600000000e+10
4.083328512000000000e+09,2.604842352640000000e+11,7.981615616000000000e+09,4.047293235200000000e+10
3.637265152000000000e+09,2.581652275200000000e+11,6.469033472000000000e+09,3.913460940800000000e+10
3.190345472000000000e+09,2.573031669760000000e+11,3.053867008000000000e+10,1.155544432640000000e+11
2.913738752000000000e+09,2.558753669120000000e+11,2.634004889600000000e+10,2.310098944000000000e+10
4.663902720000000000e+09,2.540890357760000000e+11,2.277604589568000000e+12,1.840292659200000000e+10
4.416971776000000000e+09,2.518868131840000000e+11,1.613762658304000000e+12,1.989532057600000000e+10
5.514221322240000000e+11,2.491533557760000000e+11,1.043957612544000000e+12,1.860371456000000000e+10
2.680119623680000000e+12,2.456918097920000000e+11,7.642202767360000000e+11,1.710133964800000000e+10
3.241889759232000000e+12,2.411479531520000000e+11,4.842524180480000000e+11,1.560675020800000000e+10
6.145055916032000000e+13,2.338773401600000000e+11,2.238610964480000000e+11,1.414598144000000000e+10
3.827573771468800000e+13,2.241738670080000000e+11,1.275209728000000000e+11,1.247784243200000000e+10
