5.710558698006254715e+20,5.642172593195796398e+20
5.710436960078827356e+20,5.642051910799531704e+20
5.657822953744629760e+20,5.590054686508051333e+20
5.602133833289868247e+20,5.535021050905304760e+20
5.543047309866209116e+20,5.476627307768074732e+20
5.480451145326688993e+20,5.414768607667536527e+20
5.413743686908588851e+20,5.348860538183294648e+20
5.341703333212984443e+20,5.277715626757351014e+20
5.262250687849425797e+20,5.199312179369481339e+20
5.172127677962487071e+20,5.110488880187504067e+20
5.066525655418787594e+20,5.006585910971974287e+20
4.938741645491683983e+20,4.881113866134827827e+20
4.780120292647323566e+20,4.725691124557063127e+20
4.591934567467880284e+20,4.541587490227366134e+20
4.386943730647648174e+20,4.341085827441948099e+20
4.170521843179475436e+20,4.129054949610461594e+20
3.951269372976756163e+20,3.913482764728234148e+20
3.739031259193666437e+20,3.703814517482512712e+20
3.541417177825578844e+20,3.507692605334712484e+20
3.361972306204164096e+20,3.328993642401580974e+20
3.200842659473590845e+20,3.168212320954687160e+20
3.056412923111260815e+20,3.023963080421172838e+20
2.926587515915563172e+20,2.894273660823598531e+20
2.806850523728896328e+20,2.774686378140169667e+20
2.693726082432604570e+20,2.661761959999202918e+20
2.586647195870476370e+20,2.554953817180298281e+20
2.485054784370020188e+20,2.453711490182125978e+20
2.388307612749917061e+20,2.357391808682902159e+20
2.295741048221408952e+20,2.265326621456659907e+20
2.206711568618991124e+20,2.176865897229058048e+20
2.120614706430177444e+20,2.091405168487610450e+20
2.036907566793637233e+20,2.008401012605405102e+20
1.955112697780125041e+20,1.927381607152730767e+20
1.875179785737553838e+20,1.848298397696104858e+20
1.797480377635181691e+20,1.771517125783390781e+20
1.722433695266447032e+20,1.697439421021982556e+20
1.650457025284323410e+20,1.626453542957880443e+20
1.581918923986441339e+20,1.558899020781741670e+20
1.517096996068581704e+20,1.495024080238652948e+20
1.456133562315843830e+20,1.434953801771390075e+20
1.399030030103111270e+20,1.378680268896233062e+20
1.345663342089003336e+20,1.326080072428080333e+20
1.295825734556335473e+20,1.276949494852537549e+20
1.249157623222359818e+20,1.230937132253367501e+20
1.205234948442475725e+20,1.187628160883642860e+20
1.163706922026957537e+20,1.146678477584334848e+20
1.124284328437235057e+20,1.107804144472686592e+20
1.086726418607290450e+20,1.070768282763610030e+20
1.050831058319473377e+20,1.035371133184570819e+20
1.016425932111478784e+20,1.001444074632333230e+20
9.833670479405331251e+19,9.688448742827281613e+19
9.515334595275810406e+19,9.374544330362349158e+19
9.208256830605413581e+19,9.071758179477487616e+19
8.911657851552373146e+19,8.779324150470462669e+19
8.624972948944663347e+19,8.496703042839012966e+19
8.347838844140466995e+19,8.223547410908761293e+19
8.080068180358411059e+19,7.959676055163450163e+19
7.821616977133384499e+19,7.705064346542617395e+19
7.572553843990960538e+19,7.459779135353231770e+19
7.332995768968334541e+19,7.223943127092953088e+19
7.103068536195724083e+19,6.997686503938510029e+19
6.882856148361491251e+19,6.781100305452682445e+19
6.672372679214471578e+19,6.574201244212212531e+19
6.471530607629094093e+19,6.376911034989202637e+19
6.280136419558870221e+19,6.189041001588326400e+19
6.097912158464298189e+19,6.010310548642175386e+19
5.924514336912860774e+19,5.840373549890325709e+19
5.759561204467394150e+19,5.678825824858406912e+19
5.602641543779110093e+19,5.525232406746470810e+19
5.453333142382942618e+19,5.379135019108060365e+19
5.311209829571965747e+19,5.240067029208347443e+19
5.175844994834602394e+19,5.107563563531108352e+19
5.046819064533693235e+19,4.981172063090350490e+19
4.923718182492543386e+19,4.860455801867521229e+19
4.806138168236782387e+19,4.745003562513832346e+19
4.693690234454828646e+19,4.634434474201422234e+19
4.586002306411842765e+19,4.528398892232658125e+19
4.482722980191587533e+19,4.426580157258740531e+19
4.383533837226659021e+19,4.328699433130865459e+19
4.288147245275231027e+19,4.234510429244411085e+19
4.196311196272217293e+19,4.143800280148239974e+19
4.107809746133922611e+19,4.056386466912141312e+19
4.022460375930136166e+19,3.972112419080319795e+19
3.940110033642271539e+19,3.890842237015582310e+19
3.860628097288948941e+19,3.812456733657477939e+19
3.783905495316692992e+19,3.736846837452531302e+19
3.709843271679003853e+19,3.663910293819359232e+19
3.638349947008450560e+19,3.593551885050996326e+19
3.569339099691089920e+19,3.525675733733500518e+19
3.502723208601350963e+19,3.460186622159906406e+19
3.438413653102034944e+19,3.396991311744178586e+19
3.376318733923385344e+19,3.335993925072374989e+19
3.316342573651460096e+19,3.277099024535204659e+19
3.258384676923480474e+19,3.220211392425702195e+19
3.202341029939458867e+19,3.165235811036902195e+19
3.148105859680803226e+19,3.112079921392071475e+19
3.095570534398689280e+19,3.060649825198197965e+19
3.044624663125688320e+19,3.010857561525059584e+19
2.995156095675767194e+19,2.962615169442434253e+19
2.947053121667543859e+19,2.915840185578238771e+19
2.900202051598706278e+19,2.870453445095273267e+19
2.854486337236710195e+19,2.826380181202848973e+19
2.809785252204825805e+19,2.783550904766090445e+19
2.765972352665858867e+19,2.741901404305935565e+19
2.722909979764011827e+19,2.701371206682856653e+19
2.680447280503953818e+19,2.661905556217790464e+19
2.638414270388030669e+19,2.623453875375859302e+19
2.596618095076730470e+19,2.585969764766371021e+19
2.554837532830544691e+19,2.549410563338167910e+19
2.512821894998340403e+19,2.513734269747068928e+19
2.470291465822011392e+19,2.478901741379125248e+19
2.426945418920198144e+19,2.444873395815736934e+19
2.382480728888285594e+19,2.411609430735978496e+19
2.336618339675144192e+19,2.379066305479390003e+19
2.289143406708706509e+19,2.347196081339000422e+19
2.239942460388986061e+19,2.315944002635746509e+19
2.189036831241561702e+19,2.285246517597542810e+19
2.136578031968740966e+19,2.255025340996491674e+19
2.082818070635610112e+19,2.225187893953534362e+19
2.028051176553761997e+19,2.195617848138452173e+19
1.972562563039441715e+19,2.166173146648936448e+19
1.916599840111224422e+19,2.136679626843147469e+19
1.860371035369085338e+19,2.106923983465296691e+19
1.804061086668816384e+19,2.076653328840995635e+19
1.747851743282488934e+19,2.045574313267953664e+19
1.691932341112406016e+19,2.013367638569464627e+19
1.636503211177148416e+19,1.979712027447892378e+19
1.581764024788320256e+19,1.944325785024200704e+19
1.527899499899387904e+19,1.907024633149574349e+19
1.475062138773123891e+19,1.867767230186808934e+19
1.423358594037422490e+19,1.826666495980077056e+19
1.372839663129486950e+19,1.783943322415398912e+19
1.323499078833038950e+19,1.739836523418327450e+19
1.275280216299248026e+19,1.694520811386516275e+19
1.228084999090916557e+19,1.648074801401351373e+19
1.181789182394105856e+19,1.600502011900041626e+19
1.136260275057668915e+19,1.551776494408171520e+19
1.091378320363015373e+19,1.501893630976904397e+19
1.047056786745039258e+19,1.450907187724838502e+19
1.003263238610721178e+19,1.398955703117073613e+19
9.600352792577310720e+18,1.346262927769862144e+19
9.174845091162882048e+18,1.293119242704099738e+19
8.757875647293947904e+18,1.239842956536027546e+19
8.351637436912107520e+18,1.186731817014447309e+19
7.958427339807784960e+18,1.134018920604447539e+19
7.580345423190032384e+18,1.081848083426941338e+19
7.219084934965624832e+18,1.030275380574945280e+19
6.875852589146046464e+18,9.792990528298549248e+18
6.551369115603304448e+18,9.288970000079519744e+18
6.245940178569920512e+18,8.790772485441191936e+18
5.959511352220319744e+18,8.299262200522997760e+18
5.691728044054544384e+18,7.816522170103758848e+18
5.441966281223831552e+18,7.346073030415613952e+18
5.209379439774793728e+18,6.892636084388233216e+18
4.992952120719179776e+18,6.461445007369830400e+18
4.791564471464099840e+18,6.057327754917969920e+18
4.604055957486436352e+18,5.683905018822918144e+18
4.429266044263071744e+18,5.343080053712355328e+18
4.266083400416231424e+18,5.034911133702553600e+18
4.113470911603015680e+18,4.757875984944857088e+18
3.970474751486328832e+18,4.509396527550038016e+18
3.836236476362784768e+18,4.286401000907997184e+18
3.709982030046429184e+18,4.085767891507478528e+18
3.591024767525715968e+18,3.904587891581386752e+18
3.478747313021648896e+18,3.740272475880030208e+18
3.372604033888944128e+18,3.590582488973443072e+18
3.272102898674171904e+18,3.453603681117667328e+18
3.176805202237849600e+18,3.327703552423362560e+18
3.086317319417233408e+18,3.211495893605810176e+18
3.000286856735621120e+18,3.103800378932592640e+18
2.918396605088399360e+18,3.003608756241039360e+18
2.840358492429090816e+18,2.910056534513811456e+18
2.765913034013540352e+18,2.822404292181229568e+18
2.694818612161544192e+18,2.740015412010811392e+18
2.626853125524291584e+18,2.662341512578203648e+18
2.561808216648318976e+18,2.588910903395090432e+18
2.499489821731323904e+18,2.519317589792915456e+18
2.439714872087281664e+18,2.453211102440325120e+18
2.382312668535980032e+18,2.390290999785029632e+18
2.327125706036740096e+18,2.330293399036362752e+18
2.274003214057603072e+18,2.272992625432723456e+18
2.222810364985212928e+18,2.218187605785182208e+18
2.173419890348654592e+18,2.165699257137364992e+18
2.125715516793290752e+18,2.115369799570685952e+18
2.079590454252273664e+18,2.067052035965976576e+18
2.034944784606429184e+18,2.020615399317438464e+18
1.991690134608674816e+18,1.975938393590202368e+18
1.949741979302625280e+18,1.932910242987769856e+18
1.909024589824917504e+18,1.891428555489804288e+18
1.869467459992420352e+18,1.851399460291084288e+18
1.831005718619095040e+18,1.812736233411969024e+18
1.793579304882274304e+18,1.775359710015258624e+18
1.757132281127895040e+18,1.739196635138752512e+18
1.721612695431544832e+18,1.704179663695249408e+18
1.686972581598461952e+18,1.670247223033593856e+18
1.653166859651907584e+18,1.637342138549141504e+18
1.620153060955258880e+18,1.605412458317479936e+18
1.587892015406776320e+18,1.574409666388033536e+18
1.556346751927975936e+18,1.544289232539877376e+18
1.525482223585722368e+18,1.515008688136388608e+18
1.495266956859670528e+18,1.486529412831641600e+18
1.465671264935870464e+18,1.458814710425059328e+18
1.436666285634093056e+18,1.431829259105599488e+18
