5.041708593750000000e+04,5.031927734375000000e+04,5.034579687500000000e+04,5.023413281250000000e+04
5.041698437500000000e+04,5.031917578125000000e+04,5.034570703125000000e+04,5.023402343750000000e+04
5.041188671875000000e+04,5.031407812500000000e+04,5.034061328125000000e+04,5.022893750000000000e+04
5.040678515625000000e+04,5.030898046875000000e+04,5.033550781250000000e+04,5.022383203125000000e+04
5.040169531250000000e+04,5.030387890625000000e+04,5.033041015625000000e+04,5.021873437500000000e+04
5.039659375000000000e+04,5.029878906250000000e+04,5.032530859375000000e+04,5.021364062500000000e+04
5.039150000000000000e+04,5.029368359375000000e+04,5.032021093750000000e+04,5.020853125000000000e+04
5.038639843750000000e+04,5.028858593750000000e+04,5.031511718750000000e+04,5.020344531250000000e+04
5.038130078125000000e+04,5.028348828125000000e+04,5.031001171875000000e+04,5.019833593750000000e+04
5.037620312500000000e+04,5.027839062500000000e+04,5.030491406250000000e+04,5.019323828125000000e+04
5.037110546875000000e+04,5.027328906250000000e+04,5.029981640625000000e+04,5.018814453125000000e+04
5.036600000000000000e+04,5.026819531250000000e+04,5.029472656250000000e+04,5.018304296875000000e+04
5.036091015625000000e+04,5.026309765625000000e+04,5.028962109375000000e+04,5.017794921875000000e+04
5.035579687500000000e+04,5.025799218750000000e+04,5.028451953125000000e+04,5.017285156250000000e+04
5.035071484375000000e+04,5.025289843750000000e+04,5.027942187500000000e+04,5.016775781250000000e+04
5.034560156250000000e+04,5.024779687500000000e+04,5.027431640625000000e+04,5.016264453125000000e+04
5.034051171875000000e+04,5.024269531250000000e+04,5.026922656250000000e+04,5.015754687500000000e+04
5.033540625000000000e+04,5.023760156250000000e+04,5.026411718750000000e+04,5.015245312500000000e+04
5.033030859375000000e+04,5.023250000000000000e+04,5.025901953125000000e+04,5.014735546875000000e+04
5.032521093750000000e+04,5.022740234375000000e+04,5.025392187500000000e+04,5.014225781250000000e+04
5.032011328125000000e+04,5.022229687500000000e+04,5.024882812500000000e+04,5.013714843750000000e+04
5.031501171875000000e+04,5.021719921875000000e+04,5.024373437500000000e+04,5.013206250000000000e+04
5.030991796875000000e+04,5.021210156250000000e+04,5.023863671875000000e+04,5.012696093750000000e+04
5.030482031250000000e+04,5.020700781250000000e+04,5.023352343750000000e+04,5.012185546875000000e+04
5.029972656250000000e+04,5.020191796875000000e+04,5.022843750000000000e+04,5.011675781250000000e+04
5.029462500000000000e+04,5.019681250000000000e+04,5.022333593750000000e+04,5.011166015625000000e+04
5.028951953125000000e+04,5.019170703125000000e+04,5.021823437500000000e+04,5.010657031250000000e+04
5.028441796875000000e+04,5.018661328125000000e+04,5.021313281250000000e+04,5.010146093750000000e+04
5.027932812500000000e+04,5.018151171875000000e+04,5.020804296875000000e+04,5.009636328125000000e+04
5.027422656250000000e+04,5.017641406250000000e+04,5.020294531250000000e+04,5.009126562500000000e+04
5.026912890625000000e+04,5.017132031250000000e+04,5.019784765625000000e+04,5.008616796875000000e+04
